,Textos_espanol,sdg,palabras
10,"Estos estudios examinaron los crecientes niveles de participación de las mujeres asiáticas en la propiedad de empresas. Una conclusión interesante de las investigaciones realizadas en el Reino Unido (Dhaliwal, 1998 y 2007, Ram y Jones, 1998) es que las mujeres asiáticas no están muy representadas en el trabajo por cuenta propia porque hay una tendencia a que algunas empresarias sean ""invisibles"" y no se reconozca su existencia. Estas mujeres ""ocultas"" (Dhaliwal, 1998) dicen que es su marido, su padre o su hermano quien dirige la empresa y ocultan el alcance de su papel, aunque desempeñen un papel fundamental en la gestión de la empresa. ",,"['padr', 'interes', 'rein', 'dic', 'asiat', 'dhaliwal', 'mujer', 'asiatica', 'unir', 'crecient', 'conclusion', 'ram', 'marido', 'propiedad', 'reconozc', 'tendencia', 'reconozca', 'empres', 'mar', 'desempen', 'nivel', 'gestion', 'estar', 'existencia', 'tendenci', 'empresa', 'propi', 'trabajar', 'propio', 'cuent', 'invisible', 'realiz', 'examinar', 'contar', 'investig', 'represent', 'fundamental', 'estan', 'reino', 'herman', 'investigación', 'dirigir', 'interesante', 'aunque', 'examin', 'representado', 'unid', 'aunqu', 'empresaria', 'dirig', 'oculto', 'propied', 'ocult', 'existent', 'alcanc', 'estudi', 'participacion', 'ocultar', 'desempenir', 'empresari', 'decir', 'invis', 'hermano', 'particip', 'estudio', 'padre', 'trabaj', 'papel', 'realizado', 'jon', 'jón', 'alcance']"
11,"Los cursos no financiados con tasas no reguladas (y mucho más elevadas) han crecido en número, aunque siguen representando sólo una parte relativamente pequeña de la educación terciaria. Entre 1995 y 2006, el aumento porcentual del número de estudiantes en todos los niveles fue muy superior a la media de la OCDE (Figura 1, Panel A). Además, la proporción de estudiantes matriculados en todos los niveles educativos en relación con la población total es muy alta en comparación con la mayoría de los países de la OCDE (Figura 1, Panel B). ",,"['tas', 'aument', 'total', 'solo', 'educativo', 'sol', 'ocde', 'tasa', 'parte', 'relativamente', 'nivel', 'b', 'mayorio', 'terciari', 'mas', 'elevado', 'aumento', 'proporcion', 'relat', 'curso', 'represent', 'numer', 'part', 'medio', 'pais', 'adem', 'figurar', 'numero', 'aunque', 'seguir', 'pequén', 'matricul', 'elev', 'aunqu', 'sig', 'pequen', 'terciaria', 'estudiante', 'regul', 'comparacion', 'educ', 'alta', 'curs', 'porcentual', 'matriculado', 'financiado', 'país', 'estudi', 'crec', 'compar', 'superior', 'relacion', 'adema', 'mayori', 'poblacion', 'regulado', 'alto', 'panel', 'medi', 'financi', 'crecido', 'representar', 'figur', 'educacion']"
12,"TambiÃ©n persisten las disparidades en materia de emprendimiento, ya que solo el 19% de las pequeÃ±as y medianas empresas (PYME) estÃ¡n dirigidas por mujeres (WBC 2013a). En todos los sectores de la economÃa britÃ¡nica, la actividad econÃ³mica de las mujeres sigue viÃ©ndose obstaculizada y su potencial desaprovechado. Los datos demuestran que la economía se beneficiaría enormemente de una mayor igualdad de género en el lugar de trabajo. ",,"['persist', 'materia', 'enorm', 'ver él', 'lugar', 'mujer', 'britan', 'materi', 'economico', 'desaprovechado', 'activ', 'solo', 'igualdad', 'emprendimiento', 'sector', 'sol', 'gener', 'economaa', 'tambi', 'empres', 'dat', 'mayor', 'lug', 'actividad', 'dirigido', 'estar', 'mediano', 'dispar', 'empresa', 'trabajar', 'wbc', 'disparidad', 'viendos', 'obstaculizar', 'estan', 'genero', 'demostrar', 'pequena', 'seguir', 'sig', 'pequen', 'dirig', 'pyme', 'britanicar', 'economia', 'iguald', 'persistar', 'potencial', 'emprend', 'demuestr', 'economa', 'median', 'desaprovech', '2013a', 'trabaj', 'obstaculiz', 'beneficiari', 'dato', 'tambien', 'econom', 'beneficiario', 'economi', 'enormemente']"
13,"Por ejemplo, los servicios de urgencias tienen que prestar asistencia aunque ya se hayan cubierto las cuotas anuales de determinados servicios, por lo que el número de casos de este tipo puede proporcionar alguna indicación de si las cuotas se han fijado adecuadamente. El origen y destino final de los pacientes también puede proporcionar una indicación de si la capacidad en los distintos niveles de atención es adecuada, tanto en términos de acceso como de calidad de la atención. En 2013, había 3,1 médicos en ejercicio por cada 1 000 habitantes, cerca de la media de la OCDE de 3,2, y un ligero aumento con respecto a 2000, cuando había 2,9 médicos en ejercicio por cada 1 000 habitantes en Letonia. ",,"['anual', 'aument', 'habit', 'tambi', 'ejercici', 'cubierto', 'origen', 'aumento', 'proporcion', 'urgenci', 'fijado', 'medio', 'cas', 'adecuado', 'servicio', 'cerc', 'asistencia', 'ligero', 'destino', 'calid', 'urgencia', 'poder', 'tambien', 'respecto', 'habitante', 'acces', 'orig', '31', 'calidad', 'prest', 'fij', 'destin', 'ejercicio', 'ocde', 'medico', 'ejemplo', 'servici', 'cad', 'tip', 'termino', 'numer', 'determinado', 'cerca', 'paciente', 'asistent', 'adecu', 'algun', 'prestar', 'ejempl', 'atencion', 'cuot', 'capac', 'cada', 'caso', 'proporcionar', 'pued', 'aunque', 'distinto', 'alguno', 'distint', 'cuota', 'termin', 'tipo', 'determin', 'letoni', 'habia', 'habi', 'indic', 'liger', 'letonia', 'respect', 'nivel', 'indicacion', 'cubiert', 'pacient', 'adecuadamente', 'numero', 'aunqu', '32', 'capacidad', 'acceso', '29', 'si', 'final', 'medic', 'medi']"
14,"De hecho, las mujeres siguen siendo desproporcionadamente responsables del trabajo de cuidados no remunerado, con un gran potencial para mejorar el cuidado público, accesible y asequible de niños y/o ancianos (OCDE, 2017[i)). Aunque las mujeres de diversos orígenes se encuentran a menudo en el extremo perdedor de la desigualdad estructural de género, las normas y estereotipos culturales crean simultáneamente problemas para los hombres y los niños. Además, surgen nuevos retos: al tiempo que presentan oportunidades reales de cambio, la digitalización, las tecnologías disruptivas y los macrodatos generan riesgos adicionales para ampliar la escala de las desigualdades persistentes y crean nuevas formas de brechas. ",,"['asequ', 'riesg', 'publico', 'mujer', 'remunerado', 'norma', 'cuidado', 'desproporcionadamente', 'gran', 'oportun', 'tecnologi', 'form', 'trabajar', 'origen', 'diverso', 'brech', 'extrem', 'ancian', 'menud', 'cambio', 'disrupt', 'persistente', 'present', 'digitaliz', 'cre', 'acces', 'anciano', 'desproporcion', 'accesible', 'ocde', 'gener', 'cambi', 'escal', 'persistent', 'public', 'remuner', 'mejor', 'disruptiva', 'nuev', 'crear', 'genero', 'desiguald', 'forma', 'adicional', 'nino', 'sig', 'mejorar', 'escala', 'nuevo', 'oportunidad', 'cultural', 'ser', 'tecnologia', 'brecha', 'problem', 'presentar', 'surg', 'tiempo', 'problema', 'generar', 'surgen', 'ret', 'desigualdad', 'tiemp', 'hombre', 'macrodato', 'cuid', 'hech', 'riesgo', 'aunque', 'digitalizacion', 'perdedor', 'siend', 'extremo', 'i', 'trabaj', 'real', 'ampli', 'menudo', 'encuentr', 'respons', 'divers', 'nin', 'asequible', 'estructural', 'macrodat', 'hecho', 'responsable', 'hombr', 'simultaneamente', 'reto', 'estereotip', 'simultan', 'norm', 'seguir', 'aunqu', 'ampliar', 'estereotipo', 'potencial', 'adema', 'adem', 'encontrar']"
15,"Se han destinado numerosos programas de subvenciones a la investigación básica y la comercialización de I+D, pero de forma relativamente poco sistemática. La competencia entre los 13 estados malayos para atraer instituciones de investigación y campus de enseñanza superior es intensa. La escasez de terrenos en Penang y su elevado coste suponen una barrera a la inversión. Según el NCER 2007 Blueprint, varios polígonos industriales y parques tecnológicos siguen infrautilizados o desaprovechados. La excesiva dependencia del modelo techpush está dificultando la transferencia de conocimientos. Se ha creado un Consejo Científico de Penang, impulsado por la industria, para garantizar que Penang pueda aplicar su estrategia. ",,"['suponer', 'industria', 'institución', 'poligono', 'desaprovechado', 'industri', 'conoc', 'modelo', 'barrer', 'form', 'aplicar', 'institu', 'campus', 'relat', 'elev', 'dependent', 'terreno', 'cientifico', 'industrial', 'exces', 'cost', 'excesivo', 'supon', 'poder', 'ensen', 'malay', 'programa', 'cre', 'consejo', 'tecnologico', 'transferencia', 'destin', 'tecnolog', 'dificult', 'cientif', 'poligon', 'intens', 'intenso', 'techpush', 'id', 'numer', 'forma', 'segun', 'impuls', 'sig', 'barrero', 'coste', 'desaprovech', 'basica', 'estrategia', 'creado', 'investigacion', 'terren', 'model', 'pued', 'atra', 'sistemat', 'vari', 'conocimiento', 'blueprint', 'garantiz', 'varios', 'atraer', 'sistematico', 'basic', 'transferent', 'parque', 'ncer', 'numeroso', 'ensenanza', 'superior', 'dificultar', 'program', 'subvención', 'infrautiliz', 'inversion', 'competent', 'destinado', 'parqu', 'escasez', 'consej', 'garantizar', 'malayo', 'relativamente', 'penang', 'subvencion', 'infrautilizado', 'elevado', 'comercializ', 'investig', 'dependencia', 'comercializacion', 'seguir', 'impulsado', 'estrategi', 'competencia', 'aplic']"
16,"Además, los alumnos de los cursos 9º y 10º tienen una tarea de proyecto obligatoria que les da la oportunidad de completar y presentar un proyecto interdisciplinar. El proyecto se evalúa mediante una declaración escrita basada en el contenido, el proceso de trabajo y la presentación del trabajo final. La evaluación del proyecto se puede indicar en el certificado de fin de estudios. ",,"['declaracion', 'complet', 'presentacion', 'indic', 'escrit', 'contenido', 'pued', 'declar', 'proceso', 'presentar', 'alumn', 'interdisciplinar', 'conten', 'evalu', 'escrito', 'tarea', 'da', 'indicar', 'mediante', 'mediant', 'completar', 'oportun', 'trabajar', 'curso', 'interdisciplin', 'alumno', 'dar', 'adem', '10o', 'bas', 'evaluacion', 'certific', 'proyect', 'proces', 'obligatorio', 'fin', 'curs', 'oportunidad', 'estudi', 'evalua', 'proyecto', 'certificado', 'adema', 'final', 'tare', '9o', 'estudio', 'trabaj', 'basado', 'poder', 'present', 'obligatori']"
17,"Dada la evidencia de que muchos estudiantes en Costa Rica comienzan la escuela con escasas competencias básicas, especialmente en lectura, el país también podría considerar adelantar la evaluación de primaria a un curso anterior, o añadir una evaluación adicional en los primeros años de primaria. Comprender mejor dónde y cómo"" los alumnos empiezan a quedarse atrás permitiría desarrollar ayudas más eficaces para profesores y escuelas. Reconociendo la importancia de consolidar las habilidades básicas en los primeros grados para el aprendizaje posterior, muchos países de la OCDE han introducido una evaluación nacional en el segundo (por ejemplo, Francia, Italia), tercer (por ejemplo, Alemania, Suecia), o cuarto grado (por ejemplo, Chile, Corea) de la escuela primaria (OCDE, 2013). Una mejora esencial en cualquier grado en Costa Rica es una mejor información sobre la equidad de los resultados. ",,"['esencial', 'costa', 'alemani', 'nacional', 'tambi', 'primari', 'quedar él', 'ayuda', 'cualquiera', 'habil', 'evidenciar', 'podrio', 'comienz', 'dar', 'primer', 'empezar', 'pais', 'chil', 'estudiante', 'alemania', 'estudi', 'informacion', 'italia', 'importancia', 'aprendizaje', 'cost', 'equidad', 'qued', 'tambien', 'dad', 'anterior', 'core', 'alumn', 'ocde', 'comprend', 'francia', 'ejemplo', 'segundo', 'mejor', 'posterior', 'eficac', 'aprendizaj', 'adelantar', 'inform', 'escaso', 'primario', 'empiez', 'adicional', 'eficaz', 'franci', 'grado', 'curs', 'tercer', 'habilidad', 'rico', 'chile', 'comenzar', 'basica', 'adelant', 'ejempl', 'lectura', 'permitirio', 'profesor', 'consolidar', 'atra', 'introducido', 'evalu', 'permitiri', 'sueci', 'mas', 'curso', 'alumno', 'result', 'atras', 'basic', 'escuela', 'ayud', 'cuarto', 'considerar', 'pai', 'consolid', 'escuel', 'comprender', 'grad', 'competent', 'desarroll', 'ano', 'anad', 'terc', 'equid', 'reconocer', 'mejora', 'suecia', 'resultado', 'anos', 'escuelar', 'cualqui', 'cuart', 'introduc', 'escas', 'segund', 'consider', 'primero', 'especial', 'ric', 'evaluacion', 'anadir', 'reconoc', 'lectur', 'país', 'evident', 'especialmente', 'podri', 'itali', 'corea', 'desarrollar', 'import', 'competencia']"
18,"Hasta hace poco, sin embargo, la cuestión había recibido relativamente poca atención y pocos países han desarrollado políticas sistemáticas para abordarla. Otra opción es facilitar a las mujeres inmigrantes el acceso a la actividad empresarial. Se trata de una vía especialmente eficaz para acceder al mercado laboral. Ofrece la oportunidad de dedicarse a una actividad remunerada que es más flexible y fácil de combinar con el cuidado de los hijos y otros compromisos, y en la que las barreras culturales son un obstáculo menor que el empleo regular. ",,"['combinar', 'habia', 'hijo', 'polit', 'habi', 'facil', 'mujer', 'menor', 'poc', 'activ', 'dedic', 'embarg', 'via', 'sistematica', 'remunerado', 'inmigrante', 'sistemat', 'desarrollado', 'actividad', 'obstacul', 'relativamente', 'cuidado', 'remuner', 'tratar', 'hac', 'empleo', 'oportun', 'ofrec', 'barrer', 'mas', 'poco', 'facilitar', 'flexibl', 'emple', 'cuestion', 'relat', 'acced', 'especial', 'recib', 'cuid', 'politica', 'empresarial', 'pais', 'hij', 'dedicar él', 'flexible', 'eficaz', 'acceso', 'acceder', 'regul', 'abordar él', 'merc', 'inmigr', 'opcion', 'laboral', 'compromis', 'país', 'especialmente', 'oportunidad', 'cultural', 'regular', 'mercado', 'hacer', 'atencion', 'compromiso', 'ofrecer', 'recibido', 'barrera', 'abord', 'combin', 'obstaculo', 'trat', 'embargo', 'facilit', 'acces', 'desarroll']"
19,"Cada vez se reconocen más las repercusiones de un medio ambiente degradado sobre la salud y su reducción se considera uno de los principales objetivos de la política, los programas y la normativa de protección medioambiental. Se ha avanzado en el control de la calidad de los principales medios ambientales y en la vigilancia de las enfermedades infecciosas. Se ha reforzado la capacidad profesional en materia de salud pública y medioambiental con métodos avanzados de vigilancia sanitaria y evaluación de riesgos. ",,"['materia', 'metod', 'polit', 'riesg', 'infecciosa', 'capac', 'cada', 'salud', 'reconocer', 'materi', 'avanzado', 'publicar', 'normat', 'calidad', 'sanitario', 'enfermedad', 'public', 'evalu', 'repercusión', 'objetivo', 'cad', 'medioambiental', 'ambiental', 'vez', 'mas', 'degrad', 'normativo', 'consider', 'ambient', 'objet', 'avanz', 'vigilancia', 'degradado', 'medio', 'principal', 'infecci', 'riesgo', 'reforz', 'evaluacion', 'vigil', 'reduccion', 'capacidad', 'considerar', 'reforzado', 'reconoc', 'politico', 'ambiente', 'repercusion', 'profesional', 'sanitari', 'program', 'calid', 'metodo', 'medi', 'control', 'proteccion', 'programa']"
20,"Formulario único de recogida de datos - Datos agregados). Una estancia de más de 24 horas se considera una lesión grave, y menos, una lesión leve. Sin embargo, desde 2010, la ANSV está trabajando con el Ministerio de Salud de la Nación para vincular los registros hospitalarios y los datos del Formulario Naranja. Este proyecto de vinculación se inició como piloto en dos de las provincias más pobladas de Argentina, con el fin de recopilar datos basados en el MAIS 3. ",,"['ministeri', 'provincia', 'ansv ', 'salud', 'hospitalari', 'estancia', 'vincul', 'menos', 'vinculacion', 'provinci', 'hospitalario', 'embarg', 'lesion', 'unico', 'recopil', 'dat', 'agreg', 'poblado', 'ansv', 'lev', 'mai', 'naranj', 'dos', 'formulari', 'mas', 'men', 'pobl', 'trabajar', 'consider', 'argentino', 'recopilar', 'estanci', 'mais', 'hora', 'agregado', 'naranjar', 'pilot', 'registro', 'vincular', 'bas', 'ministerio', 'proyect', 'formulario', 'considerar', 'nacion', 'piloto', 'fin', 'inici', 'proyecto', 'inicio', 'registr', 'grave', 'unic', 'hor', 'trabaj', 'argentin', 'recog', 'leve', 'basado', 'dato', 'embargo', 'grav', 'recogido']"
21,"Dado que estos objetivos se centran en no dejar a nadie atrÃ¡s, a la hora de abordar los problemas medioambientales hay que tener en cuenta la desigualdad y la exclusiÃ³n entre hombres y mujeres, es decir, las dimensiones sociales del desarrollo sostenible. Las diferencias socialmente construidas entre hombres y mujeres son una dimensiÃ³n importante de la desigualdad y la exclusiÃ³n y deben abordarse para alcanzar los ODS. MÃ¡s del 60% de las personas desnutridas o que padecen hambre crÃ³nica en el mundo viven en la regiÃ³n Asia-PacÃfico. En las zonas rurales y urbanas, la variabilidad estacional, que hace subir el precio de los alimentos básicos, obliga a los hogares a gastar más de sus ingresos en alimentos. ",,"['variabil', 'mujer', 'cronico', 'desnutr', 'dimension', 'objetivo', 'oblig', 'nadie', 'medioambiental', 'socialmente', 'hogar', 'dar', 'hambre', 'dimensión', 'centr', 'sosten', 'obligar', 'padec', 'diferent', 'hacer', 'zon', 'sostenible', 'abord', 'social', 'precio', 'dad', 'desnutrida', 'dec', 'ingres', 'objet', 'contar', 'desiguald', 'gastar', 'aliment', 'asiapacaf', 'abordar él', 'sub', 'asiapacafico', 'basico', 'deb', 'urbano', 'persona', 'problem', 'preci', 'nadi', 'dejar', 'alcanz', 'atra', 'mund', 'problema', 'exclusion', 'constru', 'desigualdad', 'desarrollo', 'diferencia', 'subir', 'mas', 'cuent', 'hombre', 'variabilidad', 'atras', 'basic', 'deber', 'abordar', 'zona', 'person', 'viv', 'decir', 'gast', 'hor', 'desarroll', 'centrar', 'rural', 'mundo', 'alcanzar', 'tener', 'vivir', 'alimento', 'hac', 'hombr', 'hambr', 'hora', 'construido', 'cronic', 'ingreso', 'dej', 'urban', 'importante', 'estacional', 'ods', 'padecer', 'import', 'ten', 'region']"
22,"El principal instrumento de medición, el Adult Mental Health Benchmarking Toolkit, presenta indicadores de resultados en formato de cuadro de mando, combinando indicadores estructurales, de proceso y de resultados. Por lo general, se entiende que los trastornos leves a moderados (como la depresión y la ansiedad) no requieren tratamientos altamente especializados administrados por psiquiatras o en régimen de hospitalización en la gran mayoría de los casos. Por el contrario, requieren una sólida atención primaria y comunitaria. Aunque la atención primaria es, en la inmensa mayoría de los casos, el primer punto al que acuden las personas que sufren trastornos mentales, los médicos de atención primaria no siempre disponen de las competencias y opciones de tratamiento adecuadas para responder eficazmente a las necesidades. ",,"['combinar', 'altamente', 'administrar', 'health', 'benchmarking', 'indicador', 'neces', 'hospitaliz', 'sol', 'medicion', 'regim', 'primari', 'general', 'gran', 'depresion', 'cas', 'adecuado', 'respond', 'acud', 'psiquiatr', 'formato', 'adult ', 'moder', 'present', 'sufr', 'especializado', 'mand', 'solido', 'proceso', 'ansiedad', 'medico', 'administr', 'mayorio', 'trastorn', 'dispon', 'primario', 'responder', 'prim', 'eficaz', 'proces', 'cuadr', 'comunitario', 'inmenso', 'adecu', 'cuadro', 'mayori', 'comunitari', 'necesidad', 'persona', 'leve', 'atencion', 'hospitalizacion', 'trastorno', 'regimar', 'caso', 'adult', 'presentar', 'alt', 'instrumento', 'result', 'disponer', 'aunque', 'ansied', 'mando', 'opcion', 'person', 'punto', 'sufrir', 'acudir', 'combin', 'entiend', 'inmens', 'competent', 'tratamiento', 'indic', 'opción', 'especializ', 'resultado', 'moderado', 'requerir', 'estructural', 'lev', 'punt', 'toolkit', 'siempr', 'psiquiatra', 'primero', 'requier', 'siempre', 'principal', 'entender', 'contrari', 'instrument', 'aunqu', 'format', 'contrario', 'tratamient', 'medic', 'competencia', 'mental', 'eficazmente']"
23,Los campeones de HeForShe están encontrando formas diferentes y creativas de romper el ciclo del daño. No se limitan a poner de relieve el problema y a cuestionar las actitudes. TambiÃ©n estÃ¡n explorando cÃ³mo pueden adaptarse los procesos y estructuras establecidos para reducir la violencia y sentar a mÃ¡s mujeres a la mesa cuando se trata de la agenda de paz y seguridad. La comunidad internacional ha reconocido que la participaciÃ³n de la mujer es vital para alcanzar y mantener la paz. ,,"['limit', 'mujer', 'alcanz', 'explor', 'dano', 'mesa', 'romper', 'alcanzar', 'agenda', 'pued', 'diferente', 'actitud', 'proceso', 'mes', 'creativ', 'limitar', 'problema', 'reconocido', 'tambi', 'agend', 'campeón', 'tratar', 'cicl', 'internacional', 'muj', 'vital', 'estar', 'estructur', 'campeon', 'establec', 'estructura', 'heforshe', 'violencia', 'form', 'mas', 'paz', 'pon', 'seguridad', 'cuestion', 'sent', 'reliev', 'explorar', 'estan', 'reduc', 'comunidad', 'violenci', 'poner', 'forma', 'mantener', 'heforsh', 'manten', 'proces', 'ciclo', 'reconoc', 'comun', 'segur', 'establecido', 'romp', 'diferent', 'participacion', 'dan', 'reducir', 'cuestionar', 'creativa', 'adapt', 'relieve', 'particip', 'adaptar él', 'sentar', 'encontr', 'poder', 'problem', 'tambien', 'encontrar', 'trat']"
24,"Los esfuerzos deben centrarse en abordar las desigualdades en el acceso a los servicios sanitarios -entre regiones, asÃ como entre ciudades y zonas rurales- teniendo en cuenta la geografÃa del paÃs y la baja densidad de poblaciÃ³n en la planificaciÃ³n de la prestaciÃ³n sanitaria. Las redes de instalaciones a todos los niveles deberÃan reorganizarse de forma compatible con los nuevos modelos de prestaciÃ³n de servicios y en apoyo de los mismos, y ajustarse a las tendencias demogrÃ¡ficas y los patrones de acceso. Para este ejercicio, un punto de partida podrÃan ser los planes maestros de prestaciÃ³n de servicios desarrollados en los Ãºltimos aÃ±os. ",,"['deberaan', 'esfuerzo', 'tendencia', 'patrón', 'ejercici', 'compat', 'modelo', 'ultimos', 'tendenci', 'form', 'geografa', 'geografaa', 'centr', 'apoyo', 'región', 'demografica', 'partido', 'servicio', 'centrar él', 'baj', 'podraan', 'zon', 'apoy', 'abord', 'demograf', 'reorganizar él', 'acces', 'instalación', 'mismo', 'bajo', 'ejercicio', 'desarrollado', 'servici', 'nuev', 'contar', 'densidad', 'forma', 'nuevo', 'paas', 'ser', 'deb', 'ajust', 'model', 'maestr', 'asa', 'esfuerz', 'planificacion', 'densid', 'desigualdad', 'ultim', 'cuent', 'patron', 'deber', 'abordar', 'zona', 'sanitari', 'ajustar él', 'punto', 'instal', 'ano', 'desarroll', 'rural', 'planif', 'podr', 'ciudad', 'sanitario', 'anos', 'red', 'nivel', 'mism', 'reorganiz', 'punt', 'part', 'maestro', 'prestacion', 'acceso', 'poblacion', 'plan', 'region', 'compatible']"
25,"Las mujeres siguen sufriendo un trato desigual y actitudes condescendientes. Las mujeres polÃticas aÃºn no gozan del poder de decisiÃ³n de sus homÃ³logos masculinos. En Irak, por ejemplo, ninguna mujer participÃ³ en las negociaciones para alcanzar un gobierno de compromiso tras las elecciones parlamentarias de 2010, y el Ministerio de Asuntos de la Mujer es sÃ³lo un gabinete de Estado sin presupuesto asignado. La sentencia fue seguida, el 6 de junio de ese aÃ±o, por otras tres similares en beneficio de otros estudiantes. Las sentencias impedÃan a la universidad negarse a aceptar a mujeres estudiantes en determinados departamentos basÃ¡ndose Ãºnicamente en la polÃtica de admisiÃ³n de la universidad. ",,"['ministeri', 'mujer', 'polat', 'similar', 'presupuesto', 'homologo', 'sol', 'imped', 'tratar', 'benefici', 'gabinet', 'bas', 'universidad', 'estudiante', 'negar él', 'aceptar', 'compromis', 'masculino', 'estudi', 'masculin', 'particip', 'polatico', 'poder', 'sufr', 'pod', 'ninguno', 'unicamente', 'solo', 'ningun', 'participo', 'negociación', 'ejemplo', 'elección', 'gobierno', 'determinado', 'ministerio', 'gozar', 'sig', 'irak', 'tras', 'juni', 'basar él', 'acept', 'negoci', 'compromiso', 'ejempl', 'departamento', 'alcanz', 'actitud', 'junio', 'aun', 'muj', 'neg', 'asign', 'beneficio', 'tres', 'gabinete', 'univers', 'segu', 'unic', 'sufrir', 'sentencia', 'ano', 'determin', 'polatica', 'homolog', 'alcanzar', 'asunto', 'decision', 'gobiern', 'departament', 'asignado', 'eleccion', 'parlamentario', 'seguir', 'admision', 'impedaan', 'asunt', 'sentenci', 'seguido', 'parlamentari', 'condescendient', 'presupuest', 'desigual', 'goz', 'trat']"
26,"Incluso en los países de la OCDE considerados con una atención primaria fuerte, como el Reino Unido, Australia y Nueva Zelanda, una gran proporción de médicos sigue trabajando en solitario. En Israel, un consultorio medio de atención primaria cuenta con el equivalente a 3,4 médicos generalistas, 2,6 enfermeras, 1,5 auxiliares y la mayoría tiene un director de consulta. En los últimos años, el Reino Unido, Australia, Francia y Suiza han modificado la financiación o proporcionado pagos adicionales a los médicos de cabecera para intentar dar prioridad a estos servicios, pero han tenido un éxito limitado a la hora de impulsar un cambio en todo el sistema. ",,"['cabecer', 'prioridad', 'priorid', 'primari', 'solitari', 'ultimos', '15', 'australi', 'general', 'zelandar', 'gran', 'trabajar', 'exito', 'proporcion', 'pag', 'dar', 'medio', 'pais', 'modificado', 'sistema', 'servicio', 'cambio', 'financi', 'australiir', 'inclus', 'ocde', 'cambi', 'medico', 'suiz', 'francia', 'servici', 'israel', 'mayorio', 'nuev', 'contar', 'consult', 'solitario', 'primario', 'reino', 'adicional', 'impuls', 'sig', 'franci', 'nuevo', 'mayori', 'modific', '26', 'incluso', 'consultorio', 'equivalent', 'atencion', 'unir', 'proporcionar', 'financiacion', 'enfermer', 'considerado', '34', 'generalista', 'zeland', 'director', 'ultim', 'impulsar', 'enfermera', 'cuent', 'equivalente', 'auxiliar', 'fuerte', 'hor', 'trabaj', 'suiza', 'ano', 'rein', 'limit', 'limitado', 'consulta', 'anos', 'intent', 'cabecerar', 'consultori', 'exit', 'consider', 'hora', 'seguir', 'unid', 'pago', 'sistem', 'país', 'medic', 'fuert', 'medi', 'intentar']"
27,"Considera que el Nivel 2 en lectura y matemáticas es el nivel mínimo de competencia necesario para que los alumnos participen plenamente en la sociedad del conocimiento (véase la sección Definiciones). En Estonia, Finlandia y Japón, al menos el 83% de los alumnos alcanzan el Nivel 2 o superior tanto en lectura como en matemáticas, mientras que menos del 35% de los alumnos lo hacen en Brasil, Colombia y Costa Rica. Sin embargo, PISA también muestra sistemáticamente que un alto rendimiento y una mayor equidad no son mutuamente excluyentes (Figura 2). De hecho, poder mejorar el rendimiento de todos los estudiantes, independientemente de su origen, es necesario para que los países se conviertan en países de alto rendimiento y alcancen las metas del ODS 4. ",,"['finlandio', 'muestr', 'costa', 'mientr', 'definición', 'veas', 'conoc', 'tambi', 'mayor', 'convertir', 'pis', 'independientemente', 'definicion', 'mostrar', 'origen', 'socied', 'pais', 'estudiante', 'estudi', 'hacer', 'particip', 'cost', 'alto', 'japon', 'equidad', 'poder', 'tambien', 'pod', 'orig', 'plenamente', 'pisar', 'alumn', 'excluyente', 'mejor', 'sociedad', 'necesario', 'brasil', 'mejorar', 'meta', 'estoni', 'alcanc', 'estonia', 'rico', 'colombi', 'excluyent', 'sistematicamente', 'embargo', 'lectura', 'alcanz', 'alcancir', 'seccion', 'menos', 'embarg', 'matematica', 'sistemat', 'conocimiento', 'conviert', 'matemat', 'mutu', 'alumno', 'hech', 'considerar', 'mutuamente', 'met', 'superior', 'rendimiento', 'figur', 'competent', 'plen', 'equid', 'colombia', 'alcanzar', 'mientras', 'vear', 'independient', 'necesari', 'nivel', 'hac', 'hecho', 'men', 'consider', 'ric', 'minimo', 'figurar', 'finlandi', 'minim', 'lectur', 'país', 'ods', 'competencia', 'rendimient', 'participar']"
